distance_km,restaurant_rating,weather,time_of_day,delivery_speed_kmph,active_orders_queue,restaurant_prep_time_min,traffic_level,area_type,delivery_time_minutes
5.16,4.5,sunny,off-peak,36.72,4,38,high,suburban,57
2.81,4.3,sunny,peak,11.51,5,19,medium,suburban,44
3.48,3.8,rainy,off-peak,25.82,15,8,medium,urban,47
11.93,2.6,cloudy,off-peak,18.16,6,5,medium,urban,58
2.92,4.0,sunny,off-peak,14.21,15,14,low,urban,50
0.91,3.0,sunny,peak,24.24,12,27,medium,rural,50
9.63,3.1,rainy,off-peak,13.19,17,12,low,urban,87
14.65,4.2,sunny,peak,25.92,1,23,medium,suburban,61
5.3,3.6,sunny,peak,10.91,2,10,medium,rural,45
2.22,4.3,sunny,peak,26.67,0,32,low,suburban,38
8.77,3.5,rainy,off-peak,19.22,4,11,low,suburban,50
13.64,4.7,sunny,peak,35.14,10,39,medium,suburban,80
11.87,3.6,sunny,off-peak,25.36,16,26,low,suburban,79
9.53,3.7,sunny,peak,26.32,17,23,medium,urban,73
5.07,2.8,cloudy,peak,31.6,1,25,low,suburban,39
8.36,3.8,sunny,off-peak,15.77,12,19,high,urban,74
1.82,3.1,sunny,peak,12.81,11,38,low,urban,64
10.34,4.4,sunny,off-peak,36.13,11,30,medium,urban,67
11.01,4.3,rainy,off-peak,37.77,13,35,medium,suburban,80
14.49,2.5,sunny,peak,32.12,5,17,low,urban,53
4.28,3.7,sunny,off-peak,35.72,10,7,low,suburban,30
0.77,2.6,rainy,off-peak,29.38,7,35,low,urban,53
8.41,3.9,cloudy,off-peak,26.49,18,34,low,urban,83
10.75,4.8,sunny,off-peak,30.78,5,36,medium,suburban,67
11.96,4.7,sunny,peak,32.16,6,22,high,urban,58
3.31,3.1,sunny,off-peak,15.4,16,32,medium,suburban,72
4.3,2.9,rainy,peak,34.78,1,33,low,rural,48
7.93,4.5,sunny,peak,37.23,2,34,low,urban,51
5.29,3.9,sunny,peak,28.33,15,30,low,urban,65
12.98,3.6,rainy,peak,20.78,13,11,low,urban,74
7.37,4.5,sunny,peak,16.84,0,16,low,urban,43
12.09,3.1,sunny,peak,28.03,16,6,medium,urban,59
8.92,3.1,cloudy,off-peak,11.99,7,33,low,urban,91
11.71,4.0,rainy,peak,37.48,6,18,medium,urban,54
5.32,3.2,sunny,peak,24.49,8,29,medium,suburban,57
12.56,3.6,sunny,peak,34.55,17,17,medium,rural,67
4.48,3.6,sunny,peak,38.0,19,30,low,urban,67
8.42,3.0,rainy,off-peak,15.77,5,18,medium,urban,66
3.6,2.7,sunny,peak,31.57,16,12,low,suburban,44
7.4,4.4,sunny,off-peak,32.99,18,16,high,urban,61
5.11,4.5,rainy,off-peak,38.19,2,28,low,urban,45
4.37,4.0,sunny,peak,21.97,7,27,high,urban,54
14.52,2.9,rainy,off-peak,12.29,8,17,medium,urban,108
2.82,3.7,cloudy,peak,31.89,8,5,medium,rural,27
11.92,2.9,rainy,off-peak,14.96,14,28,high,suburban,107
14.77,4.7,sunny,peak,22.68,17,8,medium,suburban,76
0.79,4.2,sunny,peak,38.18,0,15,medium,suburban,19
10.64,2.6,sunny,off-peak,12.71,13,9,low,rural,80
4.17,2.5,cloudy,peak,26.16,7,14,medium,suburban,39
1.09,5.0,rainy,off-peak,11.59,14,19,medium,suburban,54
6.34,2.6,sunny,off-peak,34.69,7,5,low,suburban,27
14.06,4.7,sunny,off-peak,15.36,14,39,medium,urban,118
0.67,4.9,rainy,off-peak,11.33,8,10,low,urban,32
9.02,3.3,sunny,peak,25.99,4,7,medium,suburban,37
7.77,3.9,sunny,off-peak,27.0,19,37,medium,suburban,86
13.16,4.1,rainy,peak,29.76,16,32,medium,suburban,91
1.72,3.8,cloudy,off-peak,35.88,13,16,low,urban,41
10.38,3.0,sunny,off-peak,11.72,11,25,medium,urban,98
10.36,4.0,sunny,peak,29.49,10,35,low,urban,72
10.2,3.1,sunny,peak,12.59,9,25,low,suburban,88
14.16,2.9,cloudy,peak,34.02,12,33,high,suburban,83
12.43,3.8,sunny,peak,20.71,5,14,low,suburban,59
1.11,3.4,cloudy,peak,23.02,7,34,medium,urban,52
7.33,2.6,sunny,off-peak,26.33,0,27,low,rural,45
6.27,4.9,sunny,off-peak,37.96,1,26,medium,urban,40
5.0,2.6,sunny,peak,36.92,1,23,medium,rural,36
7.04,4.8,sunny,peak,27.81,4,32,high,urban,58
6.07,3.0,sunny,off-peak,19.67,14,12,high,urban,57
6.77,2.9,sunny,peak,38.41,15,34,low,suburban,68
14.7,2.7,rainy,peak,33.23,12,30,high,urban,85
1.79,3.6,rainy,peak,34.63,6,34,high,urban,56
13.87,4.0,rainy,off-peak,19.09,19,26,medium,urban,106
7.46,4.8,cloudy,off-peak,10.33,14,28,high,urban,99
9.54,4.5,sunny,peak,31.21,7,28,medium,urban,60
12.54,2.9,sunny,off-peak,19.41,1,26,low,urban,67
5.73,2.9,cloudy,peak,38.84,14,8,medium,urban,43
6.74,2.5,cloudy,peak,26.67,13,23,low,urban,61
6.44,4.2,sunny,peak,39.91,3,18,high,suburban,37
5.93,2.5,sunny,peak,11.57,18,12,low,suburban,71
13.92,2.8,sunny,peak,22.53,9,27,medium,urban,81
12.52,4.1,sunny,peak,30.67,16,39,low,urban,88
2.08,2.9,cloudy,off-peak,16.6,19,16,high,urban,59
2.07,2.9,sunny,peak,17.91,4,33,high,suburban,51
6.7,3.1,rainy,peak,31.82,0,9,low,urban,28
1.93,3.5,sunny,off-peak,29.22,2,29,medium,urban,39
9.48,2.5,sunny,off-peak,10.77,5,7,medium,urban,70
2.58,4.4,sunny,off-peak,17.71,7,31,high,urban,55
8.07,4.4,sunny,off-peak,30.35,12,34,low,urban,69
0.6,3.4,cloudy,peak,16.12,16,13,high,suburban,46
5.09,4.5,cloudy,off-peak,36.73,9,28,low,urban,53
10.32,3.2,cloudy,peak,20.19,12,23,medium,urban,77
7.52,5.0,sunny,off-peak,19.72,18,16,low,urban,67
14.68,3.5,cloudy,off-peak,39.95,11,20,low,rural,62
13.17,4.2,sunny,peak,13.4,8,34,high,suburban,110
5.71,3.3,sunny,peak,24.95,2,10,low,urban,28
1.16,3.6,sunny,peak,13.41,1,19,low,urban,27
12.76,4.1,sunny,off-peak,25.0,18,15,medium,urban,76
13.71,3.4,sunny,off-peak,17.41,4,21,low,urban,75
12.4,4.1,sunny,off-peak,22.17,4,12,medium,suburban,55
2.36,2.9,cloudy,peak,37.05,14,28,low,urban,56
14.97,3.7,cloudy,peak,14.13,10,39,low,urban,121
4.25,3.2,rainy,off-peak,25.95,9,30,medium,suburban,61
11.0,4.8,sunny,off-peak,26.83,1,22,low,urban,49
13.67,4.6,rainy,peak,15.1,18,14,medium,suburban,103
3.92,3.7,sunny,peak,39.48,7,12,medium,urban,31
13.67,3.6,sunny,peak,11.76,7,9,low,urban,90
4.99,4.6,cloudy,peak,39.38,19,20,medium,urban,61
14.66,4.2,sunny,off-peak,14.79,9,7,low,urban,81
4.58,4.2,sunny,off-peak,31.53,0,39,medium,suburban,51
14.32,3.9,sunny,peak,19.99,18,7,low,rural,78
1.28,4.7,cloudy,off-peak,30.22,11,9,medium,suburban,33
10.78,3.0,cloudy,peak,11.48,5,7,high,urban,78
8.22,4.7,rainy,off-peak,32.79,13,34,high,urban,79
7.43,3.8,sunny,peak,18.91,4,16,high,urban,51
3.74,4.1,cloudy,peak,22.48,12,36,medium,urban,69
10.73,4.9,sunny,off-peak,36.61,15,5,high,suburban,50
3.27,3.6,cloudy,off-peak,28.99,6,26,high,rural,49
8.52,4.2,cloudy,off-peak,37.71,6,35,low,urban,61
4.17,3.8,sunny,peak,39.39,9,35,medium,urban,58
14.36,4.8,sunny,peak,22.99,19,9,medium,urban,78
0.92,3.7,rainy,peak,12.97,14,17,low,suburban,48
3.4,3.1,rainy,off-peak,25.6,18,31,low,urban,72
4.01,3.7,rainy,off-peak,27.27,8,39,low,suburban,66
6.5,4.8,cloudy,peak,16.17,2,12,medium,urban,44
3.87,3.8,sunny,off-peak,24.86,3,7,low,rural,22
7.62,2.9,sunny,off-peak,28.78,9,25,medium,urban,57
13.15,3.9,cloudy,peak,27.86,4,39,medium,suburban,78
10.82,3.5,sunny,off-peak,18.97,11,32,medium,suburban,86
8.91,4.1,rainy,peak,29.77,11,18,low,suburban,58
1.79,3.1,sunny,off-peak,38.55,1,32,medium,suburban,39
10.56,3.3,sunny,peak,18.36,3,23,high,suburban,67
2.91,3.8,sunny,peak,35.16,11,7,low,urban,29
11.9,2.8,rainy,off-peak,38.91,15,29,medium,urban,78
4.13,3.0,sunny,off-peak,38.78,4,19,medium,suburban,34
6.55,4.5,sunny,off-peak,18.33,5,13,low,urban,43
5.58,4.8,rainy,peak,31.67,19,26,medium,urban,73
12.95,4.9,sunny,peak,39.55,2,20,medium,rural,46
2.33,4.8,cloudy,peak,29.48,5,38,high,rural,57
8.7,4.9,sunny,peak,20.16,9,7,medium,urban,49
2.56,4.6,sunny,off-peak,23.61,18,18,medium,suburban,55
10.72,4.3,sunny,peak,34.09,19,30,high,urban,82
13.62,3.1,rainy,peak,22.25,6,23,low,suburban,75
6.8,3.6,cloudy,peak,25.25,15,39,low,suburban,81
7.58,3.5,sunny,off-peak,16.68,11,14,medium,suburban,61
13.95,4.3,sunny,off-peak,11.82,9,30,low,suburban,115
8.05,3.7,sunny,off-peak,14.73,19,30,low,urban,92
7.57,3.4,sunny,peak,38.43,18,9,high,rural,53
8.89,4.5,rainy,peak,24.58,17,19,high,urban,76
10.49,4.4,sunny,peak,34.6,9,9,high,suburban,46
2.05,3.4,cloudy,peak,36.73,14,10,low,suburban,37
12.41,3.5,sunny,off-peak,16.99,2,26,low,urban,74
6.81,4.7,rainy,off-peak,14.0,8,28,low,urban,75
1.55,4.3,cloudy,off-peak,25.5,15,23,high,urban,56
11.9,4.2,rainy,off-peak,38.62,8,5,medium,urban,43
5.97,4.3,sunny,peak,16.3,1,20,medium,urban,46
1.96,2.8,sunny,off-peak,17.18,4,32,low,suburban,46
9.69,3.9,sunny,off-peak,34.34,6,36,medium,suburban,65
13.26,3.2,rainy,peak,34.28,13,10,medium,urban,61
13.37,2.7,sunny,off-peak,19.14,14,31,medium,urban,97
14.39,4.3,cloudy,peak,20.8,6,34,medium,suburban,90
13.08,3.3,sunny,peak,30.26,4,27,medium,urban,62
0.53,3.3,cloudy,peak,16.51,4,28,low,suburban,39
6.01,4.1,sunny,off-peak,31.58,5,25,medium,urban,47
12.37,4.2,rainy,peak,26.3,16,30,medium,urban,90
5.81,3.7,cloudy,off-peak,25.55,3,36,medium,suburban,59
9.22,3.9,cloudy,off-peak,32.29,9,5,medium,urban,41
9.29,4.6,sunny,peak,13.39,16,35,high,urban,106
5.79,2.8,sunny,peak,15.02,16,29,medium,urban,79
13.61,2.7,sunny,off-peak,34.87,0,27,high,urban,55
7.8,4.1,sunny,peak,31.21,14,25,medium,suburban,64
7.24,4.0,sunny,peak,39.97,19,17,medium,suburban,59
14.96,3.0,sunny,peak,38.92,14,11,medium,urban,58
7.66,3.8,rainy,peak,33.56,12,7,medium,urban,47
3.09,4.4,sunny,off-peak,22.15,19,20,high,suburban,62
7.94,4.3,rainy,peak,35.48,11,8,medium,rural,46
12.3,4.0,sunny,off-peak,38.32,13,17,low,urban,57
11.76,2.8,sunny,peak,34.35,13,28,medium,urban,71
11.93,3.3,sunny,peak,21.28,12,6,low,suburban,59
10.77,3.5,cloudy,off-peak,27.5,13,20,medium,urban,68
4.19,4.5,cloudy,off-peak,19.25,9,30,medium,urban,62
13.0,3.9,cloudy,off-peak,35.83,8,38,medium,urban,77
13.45,4.3,cloudy,off-peak,12.82,13,27,medium,urban,114
3.32,4.8,cloudy,off-peak,38.2,5,26,high,urban,46
2.39,4.1,sunny,off-peak,17.4,19,5,low,urban,43
14.65,3.1,sunny,off-peak,20.9,17,38,medium,rural,109
13.09,2.8,rainy,off-peak,22.17,18,24,medium,suburban,94
13.45,2.5,sunny,off-peak,37.24,4,34,medium,suburban,65
13.35,2.9,rainy,peak,39.58,6,17,medium,urban,54
8.35,3.2,sunny,off-peak,14.81,3,7,medium,urban,48
9.87,3.2,cloudy,peak,37.55,8,32,low,urban,63
8.41,4.2,rainy,peak,35.59,6,16,high,urban,49
1.24,2.9,sunny,peak,31.19,12,11,medium,suburban,34
11.31,3.6,rainy,off-peak,10.79,13,8,high,suburban,100
7.83,2.5,sunny,off-peak,25.86,4,14,low,suburban,39
9.89,3.2,sunny,off-peak,32.14,11,17,medium,urban,55
7.79,2.6,cloudy,peak,27.44,1,11,high,urban,37
7.63,4.3,sunny,off-peak,38.94,3,21,low,urban,38
2.99,3.4,sunny,peak,23.53,7,15,medium,suburban,36
4.54,3.7,sunny,off-peak,12.96,17,21,high,urban,73
2.8,4.4,cloudy,off-peak,15.96,19,25,medium,urban,69
3.34,4.7,cloudy,off-peak,38.74,3,35,medium,urban,50
14.61,3.8,cloudy,peak,12.14,16,11,high,suburban,114
2.72,4.1,rainy,off-peak,29.07,2,17,low,suburban,32
4.4,4.3,sunny,off-peak,28.9,9,14,high,urban,42
9.06,3.2,sunny,off-peak,24.94,19,39,low,rural,90
9.35,4.3,sunny,off-peak,39.8,16,6,medium,urban,47
2.73,4.1,cloudy,peak,11.41,4,32,high,urban,59
12.01,3.6,rainy,peak,35.22,17,33,medium,urban,87
11.89,3.4,rainy,peak,12.69,19,24,medium,suburban,117
3.94,4.9,sunny,off-peak,32.14,5,22,high,urban,42
4.69,5.0,rainy,off-peak,18.17,9,21,low,rural,56
14.1,4.2,sunny,off-peak,37.66,19,15,low,urban,67
12.47,3.5,cloudy,off-peak,23.13,13,27,low,urban,82
10.62,4.4,sunny,peak,38.58,7,12,medium,urban,42
1.69,4.2,sunny,off-peak,14.89,11,12,low,suburban,36
6.56,3.9,sunny,peak,32.84,0,9,medium,urban,24
8.61,2.8,sunny,peak,18.36,8,38,high,suburban,83
3.22,4.9,sunny,off-peak,28.39,11,12,medium,suburban,38
7.0,3.1,sunny,off-peak,32.15,2,34,low,suburban,51
9.21,3.5,sunny,off-peak,33.91,18,39,high,rural,87
5.25,3.4,sunny,off-peak,27.18,8,30,medium,urban,57
11.82,2.9,rainy,peak,10.42,14,36,medium,urban,133
12.69,2.6,cloudy,off-peak,12.97,4,25,low,urban,93
5.19,4.8,sunny,peak,18.07,19,38,low,urban,85
12.66,4.3,rainy,off-peak,18.79,8,33,low,rural,91
2.0,2.6,cloudy,peak,30.49,10,38,medium,urban,62
12.65,4.2,sunny,peak,12.52,0,28,medium,suburban,92
2.71,2.8,sunny,peak,22.91,15,26,low,urban,57
1.7,4.3,sunny,off-peak,19.35,17,28,medium,rural,62
9.81,3.8,sunny,off-peak,34.07,1,18,high,rural,42
7.34,4.9,sunny,off-peak,32.37,19,13,medium,urban,58
13.66,3.6,sunny,off-peak,35.14,1,8,high,urban,38
5.77,4.4,sunny,off-peak,20.13,6,17,medium,urban,46
4.66,2.6,rainy,peak,39.89,0,26,low,urban,39
7.76,4.8,sunny,off-peak,30.48,15,8,high,urban,51
7.11,3.9,sunny,peak,20.42,11,8,medium,urban,48
5.49,3.3,rainy,peak,23.18,12,35,medium,suburban,75
10.56,2.8,sunny,off-peak,29.03,16,31,high,suburban,82
11.51,4.1,sunny,off-peak,14.35,9,24,low,urban,87
12.87,4.4,rainy,off-peak,30.11,0,13,medium,suburban,47
14.61,2.7,cloudy,off-peak,15.51,17,23,medium,suburban,110
4.37,2.9,sunny,peak,34.53,12,27,high,rural,58
10.88,3.5,sunny,off-peak,21.14,11,32,low,suburban,80
6.22,4.6,sunny,peak,36.52,6,32,medium,urban,54
10.32,5.0,sunny,peak,27.85,9,38,medium,urban,77
7.4,4.4,sunny,peak,15.29,16,25,high,urban,83
14.91,2.5,sunny,peak,11.77,17,17,low,urban,120
11.07,4.8,cloudy,peak,30.79,2,30,medium,urban,60
14.31,2.6,sunny,off-peak,21.93,9,28,medium,suburban,84
12.61,4.7,sunny,off-peak,17.58,1,28,low,urban,74
13.59,3.5,sunny,off-peak,33.83,18,36,medium,urban,90
12.31,4.4,sunny,peak,31.1,5,32,medium,urban,66
7.16,2.7,cloudy,off-peak,16.08,11,36,medium,urban,84
4.15,2.9,sunny,peak,21.58,10,25,low,urban,53
5.87,3.6,sunny,off-peak,25.56,5,13,medium,urban,37
0.79,2.6,sunny,peak,13.49,10,23,medium,urban,45
8.1,3.5,sunny,off-peak,20.82,12,13,low,urban,55
7.82,4.4,cloudy,peak,22.86,14,15,low,suburban,60
8.12,4.1,sunny,peak,38.78,4,18,high,suburban,42
14.62,3.4,rainy,peak,27.21,16,32,high,urban,98
13.72,2.5,sunny,peak,10.82,2,32,medium,rural,114
2.84,3.2,sunny,off-peak,38.96,4,8,low,urban,19
5.85,4.4,sunny,off-peak,28.93,8,19,medium,urban,46
6.65,3.4,sunny,peak,14.47,1,12,medium,suburban,44
5.73,3.4,sunny,peak,34.92,7,23,medium,urban,46
12.08,2.7,cloudy,peak,38.33,19,8,low,urban,58
8.1,4.0,sunny,off-peak,28.84,8,20,medium,urban,52
8.8,4.1,sunny,off-peak,38.52,8,19,medium,urban,48
12.87,3.6,cloudy,off-peak,25.66,14,33,low,urban,87
12.19,4.4,sunny,off-peak,11.61,1,33,low,suburban,98
2.42,4.7,cloudy,peak,21.33,14,39,medium,urban,72
10.85,4.4,sunny,off-peak,32.76,14,22,low,suburban,64
6.81,3.9,cloudy,off-peak,33.6,19,35,medium,urban,81
4.77,4.8,sunny,peak,29.01,17,23,medium,urban,61
1.23,3.5,sunny,off-peak,15.05,2,13,high,urban,26
7.57,4.1,sunny,peak,15.99,16,22,low,urban,75
5.65,3.9,rainy,off-peak,16.91,3,35,medium,urban,68
4.15,4.6,rainy,peak,12.03,16,31,low,urban,82
10.57,3.7,rainy,peak,37.75,18,28,low,suburban,78
11.66,3.9,cloudy,off-peak,20.71,16,19,low,urban,80
4.05,3.6,sunny,peak,14.99,2,32,high,suburban,56
1.22,2.9,rainy,off-peak,32.77,0,18,medium,suburban,28
12.81,4.7,sunny,peak,36.37,2,37,high,suburban,66
0.64,4.7,sunny,peak,21.52,18,30,low,rural,60
14.09,4.3,cloudy,peak,12.87,7,27,high,suburban,110
9.6,3.4,sunny,peak,29.3,7,24,high,urban,59
5.17,3.4,rainy,off-peak,16.66,3,23,low,urban,52
4.07,2.6,sunny,peak,24.11,17,18,low,suburban,55
0.63,2.7,cloudy,off-peak,20.69,9,21,medium,suburban,41
3.91,3.8,sunny,peak,13.82,11,24,low,rural,58
2.5,2.6,cloudy,peak,15.04,8,10,medium,suburban,37
9.38,2.7,rainy,off-peak,39.13,10,19,high,urban,58
2.91,3.1,sunny,off-peak,24.27,8,12,low,suburban,32
8.17,3.4,cloudy,off-peak,38.76,8,39,medium,urban,69
9.06,3.7,rainy,peak,20.08,12,27,medium,urban,80
4.82,3.3,sunny,off-peak,27.69,14,26,low,urban,58
1.01,4.9,sunny,off-peak,35.51,11,12,high,suburban,35
1.04,4.9,sunny,off-peak,11.14,16,34,high,urban,69
0.88,2.6,sunny,peak,19.99,8,22,medium,urban,40
11.22,5.0,sunny,peak,31.8,2,10,medium,urban,37
5.11,2.9,rainy,peak,17.61,18,10,high,rural,64
12.05,3.3,sunny,off-peak,36.84,6,19,medium,urban,51
6.76,4.6,sunny,off-peak,23.88,2,12,medium,suburban,35
7.07,4.2,rainy,off-peak,30.06,12,21,low,urban,59
7.94,2.6,sunny,off-peak,33.45,10,23,medium,rural,55
10.84,4.4,sunny,peak,22.98,11,23,medium,urban,71
4.47,4.2,sunny,peak,37.65,6,33,low,urban,50
2.26,4.9,rainy,off-peak,17.91,4,30,medium,rural,52
8.56,4.8,sunny,off-peak,24.39,18,30,low,urban,79
5.24,4.9,rainy,off-peak,16.09,7,37,high,rural,77
6.92,3.6,rainy,off-peak,16.59,9,24,low,suburban,69
9.88,4.3,cloudy,peak,24.77,5,7,low,rural,41
7.66,4.9,cloudy,off-peak,33.77,13,23,medium,suburban,61
9.49,2.5,sunny,peak,36.92,1,37,medium,rural,57
8.39,4.5,sunny,peak,14.78,11,19,low,urban,71
11.23,2.6,sunny,off-peak,21.15,4,33,medium,urban,74
10.74,5.0,sunny,peak,38.64,0,20,high,urban,42
8.25,2.5,sunny,peak,13.52,13,27,high,suburban,88
10.34,3.9,rainy,peak,34.27,11,26,high,urban,71
13.17,3.8,sunny,off-peak,20.73,9,37,medium,suburban,92
6.77,3.3,cloudy,peak,17.22,6,15,medium,urban,53
6.49,4.3,cloudy,off-peak,19.56,16,37,low,urban,84
11.58,3.1,rainy,peak,29.86,8,29,low,suburban,70
8.95,3.2,rainy,peak,31.83,5,33,medium,urban,65
1.53,3.0,sunny,off-peak,16.82,7,11,low,urban,28
13.44,4.3,sunny,off-peak,27.55,15,8,high,suburban,65
0.95,2.9,sunny,peak,11.8,9,11,medium,rural,32
11.35,4.7,rainy,off-peak,37.58,2,36,medium,suburban,65
11.5,3.2,sunny,off-peak,26.22,6,10,medium,rural,48
14.32,3.8,sunny,off-peak,39.72,9,23,medium,urban,61
1.28,3.7,sunny,peak,14.14,18,9,high,urban,46
9.15,4.3,sunny,off-peak,23.59,3,33,medium,suburban,64
6.7,3.1,sunny,peak,25.87,14,39,medium,urban,79
5.29,4.6,sunny,peak,22.45,3,31,medium,urban,53
1.81,4.3,sunny,peak,29.47,0,30,medium,suburban,37
8.66,3.4,sunny,off-peak,23.84,0,18,low,suburban,41
7.45,2.8,rainy,peak,28.07,6,29,medium,urban,62
2.02,3.8,sunny,off-peak,38.43,4,29,medium,urban,41
9.38,5.0,sunny,off-peak,24.7,14,17,low,urban,62
11.2,2.6,sunny,peak,35.71,18,27,medium,urban,76
11.63,4.6,rainy,peak,20.49,13,10,low,urban,70
13.63,4.2,sunny,peak,17.47,2,7,medium,urban,60
6.44,3.0,sunny,off-peak,14.28,2,16,low,rural,47
14.32,3.7,sunny,off-peak,28.72,9,11,medium,urban,57
13.05,4.1,rainy,peak,10.66,2,17,medium,suburban,101
4.8,4.2,sunny,off-peak,13.83,14,35,low,urban,78
2.81,4.8,sunny,peak,34.12,14,17,low,urban,44
6.81,4.7,sunny,peak,33.94,16,39,low,rural,76
6.33,3.3,sunny,off-peak,10.33,6,9,high,suburban,60
8.85,2.8,rainy,off-peak,38.64,9,35,high,suburban,72
8.96,2.8,rainy,peak,24.2,6,20,low,urban,57
11.37,4.9,cloudy,off-peak,19.06,9,29,medium,rural,83
7.89,4.9,sunny,off-peak,27.91,12,22,medium,suburban,60
2.02,4.5,sunny,off-peak,16.64,16,15,low,suburban,47
12.95,5.0,sunny,peak,13.3,4,10,medium,suburban,77
4.99,3.2,sunny,peak,36.36,12,29,low,rural,56
14.58,4.6,sunny,peak,13.52,7,10,medium,suburban,88
2.21,3.8,sunny,peak,20.08,16,31,low,urban,63
14.39,4.5,sunny,off-peak,31.42,10,17,medium,urban,62
1.82,4.0,cloudy,off-peak,38.03,17,38,medium,suburban,71
3.85,4.6,cloudy,peak,12.73,18,27,low,suburban,75
1.18,3.5,sunny,off-peak,30.72,3,37,medium,urban,47
10.72,5.0,sunny,peak,29.84,15,16,medium,urban,63
12.83,3.0,sunny,off-peak,17.95,18,32,medium,suburban,105
6.79,4.2,cloudy,off-peak,36.36,14,7,high,suburban,46
13.96,4.5,sunny,peak,22.66,1,38,low,urban,77
9.06,4.0,sunny,off-peak,17.5,17,31,high,suburban,93
9.64,3.2,cloudy,off-peak,25.6,11,18,low,urban,60
12.76,3.9,sunny,peak,16.75,16,14,high,suburban,89
4.8,3.8,sunny,peak,30.29,18,14,medium,suburban,54
5.64,3.0,sunny,peak,16.0,14,36,medium,urban,81
13.64,4.4,sunny,off-peak,35.6,19,20,low,urban,72
13.56,3.2,sunny,off-peak,31.37,4,6,medium,suburban,41
14.66,4.6,sunny,peak,39.85,9,15,medium,urban,54
13.58,3.0,cloudy,off-peak,13.34,10,12,low,suburban,91
2.35,3.8,rainy,peak,15.38,6,12,medium,suburban,38
12.44,4.2,sunny,off-peak,18.91,7,12,low,urban,63
6.44,5.0,sunny,off-peak,18.83,10,12,medium,urban,51
14.87,3.2,cloudy,off-peak,26.62,5,16,low,suburban,60
7.35,4.1,sunny,peak,37.84,14,24,medium,urban,60
8.53,2.9,rainy,peak,12.21,14,32,low,suburban,101
8.18,4.5,sunny,off-peak,39.35,14,29,high,urban,67
5.17,4.7,sunny,off-peak,13.87,14,36,medium,urban,82
1.59,4.7,rainy,off-peak,18.08,14,7,medium,suburban,41
13.49,4.9,sunny,peak,21.12,10,32,medium,urban,88
12.14,3.4,rainy,peak,25.53,13,12,medium,suburban,68
2.52,4.2,rainy,off-peak,37.86,8,13,low,rural,35
11.76,3.3,sunny,off-peak,26.39,15,13,low,suburban,63
9.57,4.5,sunny,peak,39.82,14,7,low,rural,43
6.43,3.5,sunny,off-peak,39.05,2,16,medium,suburban,32
4.18,3.9,sunny,peak,32.55,16,5,medium,urban,40
12.97,2.8,sunny,off-peak,17.39,14,11,medium,urban,80
10.65,4.6,sunny,off-peak,12.37,15,36,medium,urban,113
8.44,3.7,cloudy,peak,27.35,18,14,medium,urban,65
9.34,4.1,sunny,off-peak,12.21,10,9,medium,urban,73
1.82,4.2,cloudy,off-peak,16.48,5,31,medium,suburban,50
7.37,3.2,rainy,off-peak,26.74,9,30,low,urban,66
3.31,4.5,sunny,off-peak,34.22,14,32,medium,urban,62
3.52,4.6,sunny,off-peak,29.0,13,22,medium,suburban,52
10.09,3.8,cloudy,peak,39.0,5,15,medium,suburban,43
13.71,4.8,sunny,off-peak,28.57,2,27,low,rural,60
6.35,2.9,sunny,peak,11.9,11,26,medium,urban,78
3.51,3.5,cloudy,off-peak,12.86,15,17,low,suburban,59
9.91,2.6,sunny,off-peak,27.86,3,35,low,urban,62
13.13,3.5,sunny,off-peak,20.77,12,15,low,rural,72
11.35,5.0,cloudy,peak,24.54,5,18,medium,urban,58
13.1,3.7,sunny,peak,17.16,3,15,low,suburban,66
8.28,3.5,sunny,off-peak,25.0,12,23,medium,urban,64
11.4,4.2,cloudy,peak,37.38,11,26,medium,suburban,66
2.53,2.6,sunny,off-peak,33.0,12,29,medium,urban,55
5.55,3.4,cloudy,off-peak,10.69,0,9,medium,rural,45
6.15,3.8,rainy,off-peak,23.2,10,22,medium,urban,61
7.91,3.7,sunny,peak,23.44,6,35,high,suburban,69
13.97,4.1,sunny,peak,30.92,1,21,medium,urban,53
13.18,2.8,sunny,peak,32.98,0,6,medium,urban,33
2.45,3.5,sunny,off-peak,12.13,8,15,high,urban,44
3.01,4.1,sunny,off-peak,12.01,9,23,medium,urban,55
5.69,3.3,sunny,peak,20.36,9,18,low,urban,49
4.72,4.0,sunny,off-peak,31.52,12,16,medium,urban,46
9.41,4.9,sunny,peak,16.09,13,18,low,urban,74
13.59,4.8,cloudy,peak,29.19,17,31,low,suburban,87
14.45,4.3,sunny,peak,14.14,1,23,low,suburban,87
9.98,2.9,sunny,peak,18.4,4,9,medium,suburban,51
12.65,4.5,rainy,peak,39.19,0,29,high,suburban,58
8.12,3.6,rainy,off-peak,10.79,9,8,medium,urban,75
3.52,4.9,sunny,off-peak,25.97,14,12,low,suburban,42
8.11,4.0,sunny,off-peak,12.91,14,29,medium,urban,91
8.55,3.0,sunny,peak,35.05,11,13,medium,suburban,47
11.27,3.3,sunny,off-peak,20.31,3,19,medium,suburban,60
3.69,3.3,sunny,peak,39.84,11,35,medium,urban,60
5.84,3.2,sunny,peak,39.19,10,6,low,suburban,31
5.78,4.4,sunny,off-peak,36.49,9,34,medium,urban,60
14.41,3.3,sunny,off-peak,22.88,12,8,high,rural,69
6.94,3.0,sunny,peak,13.05,12,30,low,urban,81
