services,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,datetime
auto,completed,Koramangala,Hebbal East,70,RD9715314683456940,6.11,724.59,22.18,746.77,GPay,2024-07-21 16:55:20
cab premium,completed,Sarjapur Road,Marathahalli Colony,11,RD4009921436577613,36.56,731.39,28.35,759.74,Paytm,2024-07-09 22:37:20
parcel,completed,Peenya,Banashankari 8th Stage,51,RD7281097962483036,9.35,25.35,30.11,55.46,Cash,2024-07-06 13:04:20
auto share,completed,Brigade Road Garuda Mall,MG Road Commercial Street,33,RD6730425042215684,14.81,505.16,25.51,530.67,QR scan,2024-07-19 05:18:20
cab premium,completed,Whitefield East,Yelahanka New Town,99,RD7405443838868463,43.26,143.52,26.14,169.66,phonePy,2024-07-23 01:51:20
parcel,completed,MG Road Anil Kumble Circle,Whitefield Immadihalli,42,RD7715251058743920,10.98,764.13,29.28,793.41,phonePy,2024-07-17 18:13:20
cab economy,completed,JP Nagar 10th Phase,JP Nagar North,117,RD7153279297269612,47.09,237.36,24.78,262.14,Cash,2024-06-25 18:50:20
auto,completed,Banashankari 5th Stage,Electronic City East,70,RD7181642710051625,9.41,901.78,48.94,950.72,Cash,2024-07-04 12:56:20
cab premium,completed,MG Road Garuda Mall,Cunningham Road,56,RD3537423616163951,23.1,98.53,20.09,118.62,phonePy,2024-07-23 07:35:20
auto share,completed,Indiranagar 6th Stage,Brigade Road West,62,RD2828846088186650,35.34,976.15,0.43,976.58,Paytm,2024-07-13 23:55:20
parcel,completed,Cubbon Road,MG Road East,42,RD7354423813108427,44.22,618.15,3.56,621.71,GPay,2024-06-29 03:39:20
auto,completed,HSR Layout Sector 2 North,Indiranagar North,84,RD4466118596347640,6.75,780.96,43.91,824.87,Paytm,2024-06-26 21:40:20
parcel,completed,Koramangala 6th Block,Malleshwaram 2nd Block,59,RD1413515928591778,20.09,823.64,30.58,854.22,Cash,2024-07-06 10:42:20
bike,completed,Koramangala 8th Block,Seshadripuram,115,RD1901045970170236,5.92,168.69,46.08,214.77,QR scan,2024-07-17 18:55:20
cab economy,completed,Malleshwaram,HSR Layout Sector 2,76,RD7409095069119477,28.21,947.36,21.59,968.95,QR scan,2024-07-08 14:43:20
parcel,completed,Cubbon Road,Jayanagar 3rd Block East,23,RD9348219057310854,44.77,544.86,33.72,578.58,phonePy,2024-06-28 00:22:20
cab economy,completed,Magadi Road,HSR Layout Sector 10 North,35,RD4641342608615125,19.88,72.48,23.86,96.34,QR scan,2024-07-15 04:27:20
cab economy,completed,Marathahalli South,Jayanagar 4th Block East,57,RD9538108881530539,32.34,37.89,15.07,52.96,phonePy,2024-07-15 10:12:20
parcel,completed,JP Nagar Phase 2,HSR Layout Sector 10 North,28,RD6631270421191514,44.72,801.19,41.8,842.99,Paytm,2024-07-13 22:16:20
auto share,completed,JP Nagar 6th Phase,Malleshwaram 9th Block,54,RD9320934072322659,40.99,313.82,34.95,348.77,Paytm,2024-07-02 04:54:20
bike lite,completed,Cubbon Road,Cunningham Road,116,RD4236714890430469,32.38,974.66,29.14,1003.8,GPay,2024-07-04 01:59:20
auto share,completed,Nagarbhavi 2nd Stage,Banashankari 4th Stage,17,RD3255206410444795,10.37,218.38,3.92,222.3,Amazon Pay,2024-07-09 14:41:20
cab economy,completed,Majestic,Koramangala 3rd Block,118,RD2952863504542235,9.93,726.26,3.18,729.44,Paytm,2024-07-09 10:33:20
auto,completed,Jayanagar 6th Block East,Malleshwaram 10th Block,95,RD8952180919226507,44.28,19.32,19.04,38.36,phonePy,2024-06-26 20:51:20
parcel,completed,Jayanagar 1st Block,MG Road Anil Kumble Circle,38,RD8129170038576385,23.61,780.92,36.46,817.38,Paytm,2024-07-04 11:28:20
parcel,completed,Jayanagar 3rd Block,Malleshwaram 1st Block,80,RD5258595453667543,2.47,441.93,4.06,445.99,Cash,2024-07-23 03:41:20
parcel,completed,JP Nagar Phase 8,Yeshwanthpur,22,RD4054496856600939,1.87,198.71,25.58,224.29,Cash,2024-07-02 02:03:20
auto,completed,Hebbal South,HSR Layout Sector 1,69,RD7910970390812893,16.44,348.49,38.16,386.65,Amazon Pay,2024-07-11 08:10:20
bike,completed,Hebbal Vidyaranyapura,Marathahalli Outer Ring Road,81,RD8667439454317415,23.2,508.97,8.79,517.76,GPay,2024-07-20 16:22:20
cab premium,completed,Koramangala North,Indiranagar 9th Stage,109,RD4403270712063062,14.55,582.83,39.86,622.69,phonePy,2024-07-14 09:47:20
bike lite,completed,HSR Layout Sector 8,MG Road Commercial Street,80,RD9743641980710274,34.18,419.7,13.28,432.98,Amazon Pay,2024-07-13 01:22:20
parcel,completed,Koramangala 2nd Block,HSR Layout Sector 3 North,17,RD1760869854865222,38.1,82.62,36.9,119.52,Paytm,2024-06-25 10:05:20
auto,completed,Marathahalli West,Benson Town,60,RD9296745038322479,35.74,409.59,49.96,459.55,Cash,2024-07-19 15:50:20
bike,completed,Hebbal South,Kempapura,69,RD7566767817224151,35.77,945.61,34.65,980.26,GPay,2024-06-30 16:19:20
auto share,completed,Brigade Road South,BTM Layout,97,RD6441804274558174,38.71,325.33,5.14,330.47,Amazon Pay,2024-07-01 10:53:20
bike,completed,Rajajinagar 6th Block,Bellandur,52,RD8688430995900224,19.98,81.17,0.41,81.58,Amazon Pay,2024-07-13 14:40:20
cab economy,completed,Kammanahalli,Jayanagar 5th Block East,89,RD7824232213397546,40.52,885.5,25.78,911.28,Cash,2024-07-10 05:33:20
cab premium,completed,Jayanagar 1st Block East,Hebbal Vidyaranyapura,77,RD1988471340259975,32.15,988.39,32.99,1021.38,QR scan,2024-06-27 13:42:20
auto share,completed,Residency Road,Frazer Town,29,RD7667959502768905,45.67,847.38,40.5,887.88,phonePy,2024-07-02 15:15:20
bike lite,completed,MG Road Commercial Street,Cox Town,65,RD6849848950317685,23.91,912.58,29.76,942.34,Paytm,2024-06-26 13:35:20
bike lite,completed,Vignan Nagar,HSR Layout North,37,RD7722640296343947,12.66,718.68,43.52,762.2,QR scan,2024-06-30 10:49:20
auto,completed,HAL,JP Nagar 3rd Phase,26,RD3559649148455380,6.01,920.46,48.19,968.65,Amazon Pay,2024-07-10 13:02:20
cab economy,completed,Cubbon Park,Basaveshwaranagar,15,RD5655709313176092,34.79,966.71,26.33,993.04,phonePy,2024-06-30 05:39:20
parcel,completed,Banashankari 1st Stage,Ashok Nagar,97,RD6315289640910566,3.72,556.64,5.66,562.3,Amazon Pay,2024-07-10 05:17:20
auto share,completed,HSR Layout Sector 6 South,Sarjapur Road,118,RD1624354452851146,41.35,404.71,1.87,406.58,QR scan,2024-06-28 15:21:20
bike,completed,Hennur,Koramangala North,51,RD2793689699152084,41.84,61.78,26.22,88.0,Paytm,2024-07-09 08:23:20
cab premium,completed,Marathahalli East,Marathahalli Ring Road,44,RD1971032310460608,41.61,209.28,46.45,255.73,QR scan,2024-07-20 03:29:20
cab economy,completed,Avenue Road,Banashankari,31,RD3395438833884689,49.9,228.19,8.85,237.04,Amazon Pay,2024-07-18 10:35:20
cab economy,completed,HSR Layout Sector 10,HSR Layout Sector 8,80,RD8305166382993534,21.14,347.91,34.17,382.08,Paytm,2024-07-23 23:55:20
auto share,completed,Jayanagar 8th Block East,MG Road Symphony Theatre,5,RD1757708442285746,31.52,724.09,16.87,740.96,Amazon Pay,2024-06-26 14:45:20
parcel,completed,HSR Layout Sector 7,MG Road South,46,RD1070720930204710,13.81,912.66,29.76,942.42,GPay,2024-07-08 04:02:20
auto,completed,Rajajinagar,Banashankari 8th Stage,60,RD1992701615346555,38.28,243.41,9.37,252.78,GPay,2024-06-24 05:53:20
parcel,completed,Koramangala 7th Block,HSR Layout West,42,RD1059875039029644,2.88,192.12,14.75,206.87,Cash,2024-07-05 00:46:20
auto,completed,Jayanagar 10th Block East,Marathahalli Outer Ring Road,60,RD8822920980110376,2.54,234.05,31.36,265.41,Cash,2024-07-18 13:25:20
cab premium,completed,Kempapura,JP Nagar Phase 4,91,RD6874791818818601,27.0,363.37,28.59,391.96,Paytm,2024-07-13 08:25:20
bike lite,completed,Marathahalli South,Indiranagar 2nd Stage,39,RD6118019342685129,47.18,737.06,0.17,737.23,Paytm,2024-06-28 17:37:20
auto share,completed,Tumkur Road,Infantry Road,37,RD8344899417561667,44.91,51.84,49.02,100.86,phonePy,2024-07-11 22:38:20
auto share,completed,MG Road Symphony Theatre,MG Road East,30,RD8026000053748971,25.1,547.67,37.38,585.05,QR scan,2024-07-22 07:02:20
parcel,completed,Hebbal Byatarayanapura,Indiranagar 5th Stage,12,RD9017568893591854,43.59,857.18,48.22,905.4,phonePy,2024-06-25 13:23:20
cab premium,completed,Commercial Street,Koramangala 9th Block,16,RD6101380977694557,32.0,303.43,18.15,321.58,QR scan,2024-07-02 20:11:20
parcel,completed,Indiranagar North,BTM Layout,94,RD4264319935931175,13.14,49.18,25.74,74.92,Cash,2024-07-22 14:11:20
parcel,completed,Brigade Road Mayo Hall,HSR Layout Sector 2 South,107,RD9675085303722487,22.34,111.34,29.21,140.55,GPay,2024-07-10 07:32:20
cab economy,completed,Lalbagh,Banashankari 1st Stage,116,RD7860746341124068,34.92,636.7,39.14,675.84,Amazon Pay,2024-07-18 05:56:20
auto share,completed,JP Nagar Phase 6,HSR Layout Sector 6,109,RD5288411800858283,33.26,343.71,21.4,365.11,Paytm,2024-07-07 19:37:20
cab premium,completed,Jayanagar 9th Block,JP Nagar 7th Phase,19,RD5810552175141035,29.1,82.91,30.16,113.07,QR scan,2024-07-09 05:50:20
parcel,completed,Malleshwaram,JP Nagar North,6,RD2463118287815095,48.03,306.89,15.71,322.6,GPay,2024-06-26 19:20:20
bike,completed,Brigade Road East,Hebbal North,5,RD8660818509942360,47.29,876.11,30.51,906.62,GPay,2024-07-20 21:18:20
auto,completed,Richmond Road,Hebbal Amruthahalli,104,RD1341585455765695,5.98,973.84,47.79,1021.63,phonePy,2024-07-09 22:36:20
cab economy,completed,Indiranagar 5th Stage,JP Nagar Phase 3,73,RD7772549200738452,21.24,806.64,35.47,842.11,Cash,2024-07-12 11:18:20
auto,completed,MG Road Brigade Road,Banashankari 4th Stage,8,RD8067868487822952,7.39,426.32,43.34,469.66,QR scan,2024-07-13 21:24:20
cab economy,completed,Shivajinagar,Whitefield Channasandra,72,RD2675214842408989,43.52,336.99,23.52,360.51,phonePy,2024-07-06 19:52:20
bike lite,completed,MG Road Commercial Street,Indiranagar South,40,RD4561942614031199,12.61,413.1,48.15,461.25,GPay,2024-07-06 05:48:20
auto share,completed,Jayanagar 3rd Block,Jayanagar 5th Block,76,RD2464905559435264,5.49,678.03,9.23,687.26,Amazon Pay,2024-06-23 16:26:20
auto,completed,Brigade Gateway,Jayanagar 9th Block East,100,RD6320138812911306,34.99,477.26,28.48,505.74,QR scan,2024-07-22 07:38:20
bike,completed,Brigade Road Garuda Mall,Hebbal,28,RD2711541514287043,45.51,66.47,28.07,94.54,Paytm,2024-07-19 08:57:20
bike,completed,JP Nagar Phase 6,Jayanagar 7th Block East,36,RD5505868521124205,29.27,752.03,40.38,792.41,Cash,2024-06-28 04:32:20
auto share,completed,Cunningham Road,JP Nagar Central,52,RD4987018747860117,32.01,163.53,7.14,170.67,Paytm,2024-07-05 01:30:20
bike lite,completed,Brigade Road Mayo Hall,Jayanagar 6th Block,44,RD4087834204040776,26.75,268.24,46.22,314.46,Cash,2024-07-02 02:04:20
bike,completed,Magadi Road,Malleshwaram,67,RD1615433257832723,17.79,762.05,39.0,801.05,Paytm,2024-07-14 06:52:20
bike,completed,Whitefield ITPL,MG Road Central,120,RD2732123571832303,20.95,848.17,5.26,853.43,GPay,2024-06-27 15:07:20
bike,completed,Brigade Road Eva Mall,Jayanagar 5th Block East,118,RD9036793949437702,35.68,503.84,22.36,526.2,GPay,2024-07-16 13:52:20
auto share,completed,HSR Layout Sector 6 North,Jayanagar 4th Block East,21,RD1482710762219086,31.46,569.94,11.75,581.69,phonePy,2024-07-10 01:59:20
parcel,completed,Marathahalli Colony,MG Road Symphony Theatre,81,RD2357949765831501,6.36,342.61,7.0,349.61,QR scan,2024-07-21 22:35:20
cab economy,completed,Bagmane Tech Park,Rajajinagar 1st Block,81,RD5802801105711773,40.81,285.48,0.12,285.6,Paytm,2024-07-07 20:08:20
auto,completed,Kempapura,Jayanagar 8th Block East,108,RD1973919841827864,2.55,320.89,46.86,367.75,Paytm,2024-06-26 13:26:20
parcel,completed,Hebbal,Koramangala 6th Block,83,RD5044171927426090,31.19,706.31,29.83,736.14,GPay,2024-07-03 23:46:20
cab economy,completed,Brigade Road Church Street,JP Nagar Phase 6,47,RD6584389681152443,9.1,299.75,39.37,339.12,QR scan,2024-07-02 20:33:20
auto share,completed,HSR Layout Sector 10,Marathahalli Ring Road,21,RD2543661928314180,5.8,66.76,30.86,97.62,phonePy,2024-06-23 06:52:20
auto,completed,Lavelle Road,Rajajinagar 7th Block,71,RD1672334939298580,29.67,875.28,36.51,911.79,Paytm,2024-06-25 12:02:20
auto,completed,Brigade Road Mayo Hall,Malleshwaram 7th Block,54,RD1276211882315883,20.62,913.16,22.43,935.59,Amazon Pay,2024-07-07 13:27:20
auto,completed,Brigade Road,Lavelle Road,43,RD9081015089512361,29.75,996.4,5.23,1001.63,GPay,2024-07-09 12:30:20
auto share,completed,Brigade Road East,Rajajinagar 3rd Block,82,RD1658477788194202,46.17,618.28,29.14,647.42,Amazon Pay,2024-07-06 20:25:20
auto share,completed,Brigade Road Bangalore Central,JP Nagar Phase 3,5,RD9350866534555945,1.77,812.42,15.51,827.93,QR scan,2024-06-30 13:21:20
parcel,completed,Majestic,Marathahalli West,50,RD4758274232333466,14.38,236.5,2.97,239.47,Cash,2024-07-21 04:01:20
cab economy,completed,HSR Layout Sector 1,Brigade Road Central,119,RD8768720145236834,1.8,968.8,45.49,1014.29,QR scan,2024-07-11 22:40:20
parcel,completed,HSR Layout South,Brigade Road Church Street,108,RD8331537293498367,5.74,891.29,16.07,907.36,GPay,2024-07-15 23:01:20
bike lite,completed,HSR Layout Sector 2,Panathur,109,RD7013449819483804,40.78,467.83,47.32,515.15,Amazon Pay,2024-07-17 06:09:20
cab premium,completed,KR Puram,Peenya,102,RD3065185938795084,23.7,161.82,28.44,190.26,phonePy,2024-07-15 23:15:20
bike lite,completed,Murphy Town,MG Road East,80,RD3664072767795909,19.15,582.18,44.18,626.36,phonePy,2024-07-10 11:13:20
parcel,completed,Vasanth Nagar,Sahakar Nagar,48,RD1157378366414321,41.1,839.79,0.89,840.68,QR scan,2024-06-29 17:47:20
parcel,completed,Jayanagar 10th Block,HSR Layout Sector 5 North,61,RD7547628085712598,29.43,94.46,14.88,109.34,QR scan,2024-07-10 02:21:20
cab economy,completed,Koramangala 1st Block,Marathahalli South,40,RD1493688854700545,33.88,786.25,19.47,805.72,QR scan,2024-06-28 05:06:20
cab premium,completed,Yelahanka New Town,Indiranagar 3rd Stage,26,RD5589660688767299,23.9,225.63,44.38,270.01,Paytm,2024-06-24 10:17:20
parcel,completed,Indiranagar South,Indiranagar 7th Stage,73,RD9995499100535563,24.76,422.2,42.48,464.68,QR scan,2024-07-19 07:25:20
parcel,completed,HSR Layout Sector 2 North,HSR Layout East,52,RD9084732784224045,8.47,376.73,8.37,385.1,Amazon Pay,2024-07-05 04:12:20
bike lite,completed,Brigade Road Church Street,Jayanagar,111,RD1540658726420364,4.66,100.54,28.7,129.24,Cash,2024-07-05 06:37:20
parcel,completed,Malleshwaram 5th Block,Koramangala 8th Block,47,RD9268689032675722,16.04,49.76,17.75,67.51,Amazon Pay,2024-06-30 17:21:20
parcel,completed,MG Road Mayo Hall,Indiranagar 1st Stage,89,RD5012668816075788,44.71,810.33,13.46,823.79,GPay,2024-07-05 02:22:20
bike lite,completed,Jayanagar 5th Block East,Hebbal Vidyaranyapura,84,RD9989184241745746,41.26,968.91,22.37,991.28,phonePy,2024-07-20 22:35:20
auto share,completed,Whitefield ECC Road,MG Road Naga Theatre,53,RD5347215750569936,6.89,511.02,8.37,519.39,Cash,2024-06-23 21:44:20
auto share,completed,Hebbal South,Malleshwaram 2nd Block,23,RD1866310246680160,33.43,340.99,36.87,377.86,Paytm,2024-06-29 23:59:20
auto share,completed,Koramangala 1st Block,Hebbal,94,RD5721231979871173,7.39,62.5,24.26,86.76,phonePy,2024-07-17 07:16:20
auto,completed,Rajajinagar 7th Block,Mysore Road,79,RD9181685947753102,10.57,994.95,6.69,1001.64,phonePy,2024-07-08 08:23:20
bike,completed,JP Nagar Phase 7,Hebbal Kodigehalli,7,RD7450112102526422,3.7,736.85,28.01,764.86,phonePy,2024-06-29 19:46:20
cab economy,completed,HSR Layout Sector 4 South,Marathahalli East,116,RD7085288769958196,32.14,361.68,15.18,376.86,Amazon Pay,2024-07-12 18:00:20
cab premium,completed,HSR Layout Sector 10,MG Road Mahatma Gandhi Road,15,RD9680390377003786,19.0,538.78,8.54,547.32,Paytm,2024-06-23 12:05:20
bike,completed,Seshadripuram,Panathur,116,RD8377013315308198,32.79,555.47,27.92,583.39,GPay,2024-06-23 15:53:20
cab economy,completed,Electronic City,JP Nagar Phase 3,23,RD3683926900824242,18.04,127.03,37.2,164.23,Cash,2024-07-08 01:26:20
bike lite,completed,HSR Layout Central,Malleshwaram 5th Block,99,RD8018981801555476,49.92,151.85,5.36,157.21,Amazon Pay,2024-07-17 12:07:20
bike lite,completed,Lingarajapuram,Jayanagar 2nd Block,28,RD4212783427104475,20.2,949.6,23.97,973.57,Paytm,2024-07-05 14:43:20
auto share,completed,RT Nagar,Sahakar Nagar,47,RD1050391124345536,46.13,145.92,29.39,175.31,Cash,2024-07-15 18:32:20
auto,completed,Sanjay Nagar,BTM Layout 1st Stage,45,RD3838953413451944,28.32,208.77,31.77,240.54,QR scan,2024-07-16 11:49:20
bike lite,completed,Whitefield East,JP Nagar Phase 7,52,RD4611541457276607,14.77,642.24,18.86,661.1,Amazon Pay,2024-07-23 10:13:20
parcel,completed,KR Puram,Malleshwaram East,72,RD6001346107109569,47.43,28.45,25.08,53.53,Amazon Pay,2024-07-03 01:43:20
cab economy,completed,Lingarajapuram,Whitefield ECC Road,89,RD6883439508643620,45.35,431.77,32.59,464.36,Amazon Pay,2024-07-21 03:43:20
bike,completed,Lingarajapuram,Electronic City Phase 1,72,RD7241317882677509,21.06,700.37,15.98,716.35,Paytm,2024-07-20 01:13:20
cab economy,completed,Malleshwaram Central,Hennur,92,RD3170335075099249,26.99,801.23,30.72,831.95,Cash,2024-07-05 19:57:20
auto,completed,Lalbagh,Koramangala West,60,RD7395260726174420,47.6,758.6,2.11,760.71,QR scan,2024-07-12 05:44:20
parcel,completed,BTM Layout 1st Stage,Jayanagar 10th Block,27,RD9678397559384910,17.88,797.9,27.46,825.36,Amazon Pay,2024-07-14 02:55:20
bike lite,completed,Manyata Tech Park,Whitefield Borewell Road,58,RD6411504832599803,20.27,621.53,3.57,625.1,Cash,2024-07-21 16:33:20
auto share,completed,Vidyaranyapura,HSR Layout Sector 4,109,RD3960166805371490,17.33,483.6,13.94,497.54,QR scan,2024-07-15 23:47:20
auto share,completed,Brigade Gateway,Malleshwaram 2nd Block,21,RD7742946253047917,9.7,429.37,20.77,450.14,Paytm,2024-07-17 12:50:20
auto,completed,Malleshwaram West,Hebbal West,22,RD4863227150708173,43.71,908.83,31.81,940.64,phonePy,2024-07-10 17:43:20
bike,completed,HSR Layout Sector 3 South,Jayanagar 10th Block East,49,RD7797558800041130,22.86,54.92,49.76,104.68,Amazon Pay,2024-07-18 17:56:20
bike,completed,Jayanagar 2nd Block,Rajajinagar,91,RD4915887424378824,35.91,502.53,32.67,535.2,QR scan,2024-06-25 10:41:20
parcel,completed,Rajajinagar 8th Block,MG Road North,96,RD1926970251958339,42.51,301.77,48.34,350.11,Paytm,2024-06-28 05:49:20
bike,completed,HSR Layout Sector 6,Chamarajpet,51,RD5932904180903657,24.62,929.21,47.8,977.01,phonePy,2024-06-26 07:19:20
cab economy,completed,Malleshwaram 2nd Block,Banashankari 2nd Stage,59,RD3277691382773232,46.16,488.32,7.96,496.28,QR scan,2024-07-13 19:46:20
cab economy,completed,JP Nagar 8th Phase,HSR Layout Sector 3,120,RD8230127219734523,33.27,866.2,0.79,866.99,phonePy,2024-07-15 12:05:20
bike,completed,Varthur,Brigade Road Central,112,RD3055096762149889,49.17,253.81,43.41,297.22,QR scan,2024-07-02 08:13:20
bike lite,completed,HSR Layout Sector 2 South,BTM Layout 2nd Stage,91,RD4194813970869972,49.5,863.12,7.36,870.48,Amazon Pay,2024-06-25 09:56:20
cab economy,completed,Whitefield Varthur Road,Hebbal West,102,RD3190639817887498,34.66,862.15,3.0,865.15,GPay,2024-07-16 18:20:20
parcel,completed,HSR Layout West,Kalyan Nagar,29,RD8597753392034139,11.05,908.26,32.77,941.03,QR scan,2024-07-13 01:57:20
bike,completed,Whitefield East,Whitefield Varthur Road,110,RD6715462909817171,37.15,546.98,21.07,568.05,Paytm,2024-06-26 17:08:20
parcel,completed,JP Nagar East,Hebbal Dasarahalli,102,RD2551570664433602,16.73,292.04,10.48,302.52,phonePy,2024-07-04 08:55:20
cab premium,completed,KR Puram,HSR Layout Sector 8,102,RD7812547398233536,34.68,622.46,11.2,633.66,Paytm,2024-07-11 19:21:20
bike lite,completed,Koramangala 10th Block,MG Road Commercial Street,112,RD8973985030336636,3.24,829.37,2.94,832.31,Paytm,2024-06-28 13:03:20
cab economy,completed,Electronic City North,HSR Layout Sector 2 North,91,RD8212129457286912,7.27,483.72,37.77,521.49,QR scan,2024-07-20 11:51:20
cab economy,completed,Electronic City West,HSR Layout Sector 9 North,11,RD5357728824292425,33.71,767.57,30.71,798.28,Amazon Pay,2024-07-06 19:43:20
auto share,completed,HSR Layout Sector 4 North,HSR Layout,80,RD3640923244742808,9.84,60.06,10.6,70.66,QR scan,2024-06-23 06:03:20
auto share,completed,Kempapura,MG Road Naga Theatre,22,RD4164447107450217,22.43,39.64,40.68,80.32,Paytm,2024-07-11 09:06:20
cab premium,completed,HSR Layout Sector 1,JP Nagar 10th Phase,53,RD9009530095282355,17.36,883.26,31.25,914.51,Amazon Pay,2024-07-23 10:46:20
auto,completed,Whitefield Central,Jayanagar 1st Block,32,RD7137295072440605,24.82,93.78,6.21,99.99,Cash,2024-07-15 22:43:20
cab premium,completed,Banashankari 1st Stage,Malleshwaram 5th Block,92,RD9179117625287931,43.46,800.47,11.35,811.82,QR scan,2024-07-12 04:18:20
auto,completed,Whitefield Channasandra,Nandini Layout,119,RD1852872611445736,44.53,144.61,6.85,151.46,QR scan,2024-07-15 17:41:20
